store_name,address,newAddress,_GC_TYPE,_CLEANADDR,_X,_Y
도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층","서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",정,서울특별시 강남구 도곡동 543-1,127.04167501485672,37.4922385000358
산본역점,경기도 군포시 광정로58 1층 104호 및 2층,경기도 군포시 광정로58 1층 104호 및 2층,정,경기도 군포시 광정로 58 (산본동),126.930980780165,37.35850860915476
강남역12번출구점,서울특별시 강남구 테헤란로 111 2층,서울특별시 강남구 테헤란로 111 2층,정,서울특별시 강남구 테헤란로 111 (역삼동),127.02926031840728,37.498914253253496
원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층,강원도 원주시 봉화로1 AK플라자원주점 1층,정,강원특별자치도 원주시 봉화로 1 (단계동),127.92764704207175,37.34575493771298
평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층","경기도 평택시 평남로 862, 로이드빌딩 1층",정,경기도 평택시 평남로 862 (비전동),127.11146751340875,37.00048814131193
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호","인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,인천광역시 연수구 송도과학로16번길 33-4 (송도동),126.66279789852629,37.37868681577085
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층","서울특별시 강남구 강남대로112길 20 1층, 2층",정,서울특별시 강남구 강남대로112길 20 (논현동),127.02605330313796,37.50551359620505
강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층,서울특별시 강동구 동남로 885 양지빌딩 1층,정,서울특별시 강동구 동남로 885 (명일동),127.15597440956816,37.552629744752956
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,서울특별시 강남구 도곡로 408 (대치동),127.05522810465963,37.49660542922155
강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)","서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",정,서울특별시 강북구 한천로139길 25 (수유동),127.02574001595846,37.639097239904295
몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층","서울특별시 송파구 방이동 44-2, 장은빌딩 1층",정,서울특별시 송파구 방이동 44-2,127.11274924191483,37.51689997983559
화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,정,경기도 고양시 덕양구 화신로260번길 26 (화정동),126.83299184246974,37.6317164963432
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),경기도 성남시 수정구 수정로 190 (신흥동),정,경기도 성남시 수정구 수정로 190 (신흥동),127.14097881809037,37.44342226277843
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,서울특별시 영등포구 국제금융로 10 (여의도동),126.92593688056672,37.52505839670233
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,서울특별시 광진구 구의강변로 106 (구의동),127.09487642513164,37.539876255238646
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,서울특별시 성북구 삼선교로 12 1층,정,서울특별시 성북구 삼선교로 12 (삼선동1가),127.00714092368105,37.58758346670011
수원송죽DT점,경기도 수원시 장안구 경수대로 989,경기도 수원시 장안구 경수대로 989,정,경기도 수원시 장안구 경수대로 989 (송죽동),127.00292616656364,37.30508763725385
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,서울특별시 송파구 위례광장로 230 (장지동),127.14330950223443,37.47970177597389
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,서울특별시 영등포구 국제금융로8길 31 (여의도동),126.92806651440445,37.51974619599311
경희대점,서울시 동대문구 경희대로 10 (회기동),서울특별시 동대문구 경희대로 10 (회기동),정,서울특별시 동대문구 경희대로 10 (회기동),127.05266454265283,37.59240504209523
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩","서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,서울특별시 은평구 은평로 121 (응암동),126.92109492593974,37.60044479370076
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)","경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,경기도 화성시 능동 453-4,127.05636355098764,37.211002996007785
문정동환인제약빌딩점,서울특별시 송파구 법원로6길 11 환인빌딩 1층,서울특별시 송파구 법원로6길 11 환인빌딩 1층,정,서울특별시 송파구 법원로6길 11 (문정동),127.12219805626717,37.483647506087024
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),서울특별시 마포구 양화로 196(동교동),정,서울특별시 마포구 양화로 196 (동교동),126.92651797903436,37.55838925285021
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),경기도 수원시 팔달구 인계로79 (인계동),정,경기도 수원시 팔달구 인계로 79 (인계동),127.02647980827254,37.268873715615506
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,서울특별시 송파구 충민로 66 (문정동),127.12511773737528,37.477716912575005
새문안로점,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층","서울특별시 종로구 새문안로 91 고려빌딩 1,2층",정,서울특별시 종로구 새문안로 91 (신문로1가),126.97478175150178,37.570504260524025
종로구청앞점,서울특별시 종로구 종로3길 34,서울특별시 종로구 종로3길 34,정,서울특별시 종로구 종로3길 34 (청진동),126.97948135774345,37.57187479118258
성균관대자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층","경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,경기도 수원시 장안구 서부로 2066 (천천동),126.97223669136865,37.29332441469139
하남신세계백화점B1점,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관","경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",정,경기도 하남시 미사대로 750 (신장동),127.22393780575213,37.54541198157588
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,경기도 성남시 분당구 야탑로64 DS타워 1층,정,경기도 성남시 분당구 야탑로 64 (야탑동),127.12597178457683,37.40948488362311
파주DT점,경기도 파주시 문발로 131,경기도 파주시 문발로 131,정,경기도 파주시 문발로 131 (문발동),126.68621387782326,37.70632451172859
신용산역래미안점,서울시 용산구 한강대로95,서울특별시 용산구 한강대로95,정,서울특별시 용산구 한강대로 95 (한강로2가),126.96726299675927,37.52948264937955
광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,정,경기도 광명시 양지로 16 (일직동),126.88102695463598,37.41624989746388
상수역점,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층","서울특별시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",정,서울특별시 마포구 와우산로10길 3 (상수동),126.92318887038488,37.54811575951397
종로센트로폴리스점,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6","서울특별시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",정,서울특별시 종로구 우정국로 26 (공평동),126.98353023932468,37.57168076697281
부산남포역점,부산 중구 해관로 1 희남빌딩 1층,부산 중구 해관로 1 희남빌딩 1층,정,부산광역시 중구 해관로 1 (동광동1가),129.03568560185187,35.09897634643144
부천북부역사거리점,경기도 부천시 부천로25,경기도 부천시 부천로25,정,경기도 부천시 원미구 부천로 25 (심곡동),126.78282311847423,37.48668368612928
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,서울특별시 강남구 선릉로 433 (역삼동),127.0489014581645,37.50376716402632
잠실향군타워점,서울특별시 송파구 올림픽로35길 123 1층,서울특별시 송파구 올림픽로35길 123 1층,정,서울특별시 송파구 올림픽로35길 123 (신천동),127.10122355586117,37.516576930921296
교대법원점,"서울 서초구 서초중앙로 156, 1층","서울특별시 서초구 서초중앙로 156, 1층",정,서울특별시 서초구 서초중앙로 156 (서초동),127.0135384318377,37.49563306037948
남양주화도DT점,경기도 남양주시 경춘로 1641,경기도 남양주시 경춘로 1641,정,경기도 남양주시 경춘로 1641 (화도읍),127.2736736341784,37.65405635914822
창원시티세븐점,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)","경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",정,경상남도 창원시 성산구 원이대로 320 (대원동),128.65323539248578,35.2403691286713
김포장기DT점,경기도 김포시 태장로 819,경기도 김포시 태장로 819,정,경기도 김포시 태장로 819 (장기동),126.67761375652212,37.63650427368322
안양시청앞점,"경기도 안양시 동안구 시민대로 260, 1층 104,105호","경기도 안양시 동안구 시민대로 260, 1층 104,105호",정,경기도 안양시 동안구 시민대로 260 (관양동),126.95941424596057,37.393507857286096
부산서면점,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,정,부산광역시 부산진구 서면로 62-1 (부전동),129.0580331645675,35.15630297129783
부천스타필드시티점,경기도 부천시 옥길동 768 부천스타필드시티점 4층,경기도 부천시 옥길동 768 부천스타필드시티점 4층,정,경기도 부천시 소사구 옥길동 768,126.81396266713294,37.46149465134864
영종도운서역점,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)","인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",정,인천광역시 중구 신도시남로142번길 6 (운서동),126.49144433986034,37.49332036190679
선정릉역점,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,서울특별시 강남구 봉은사로 331 SH빌딩점 B1-1층,정,서울특별시 강남구 봉은사로 331 (논현동),127.04297211744795,37.5102811367086
해운대센텀호텔점,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,정,부산광역시 해운대구 센텀3로 20 (우동),129.13281767588384,35.16780742082623
동대입구역점,"서울시 중구 장충동2가 188-11, 188-4, 188-5","서울특별시 중구 장충동2가 188-11, 188-4, 188-5",정,서울특별시 중구 장충동2가 188-11,127.00522060002176,37.559736200867064
광주봉선점,광주광역시 남구 봉선로 168,광주광역시 남구 봉선로 168,정,광주광역시 남구 봉선로 168 (봉선동),126.91362452114032,35.122817544169294
이태원몬드리안호텔점,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,서울특별시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,정,서울특별시 용산구 장문로 23 (이태원동),126.99311460766623,37.52855444717915
대구228공원앞점,대구광역시 중구 동성로3길 106,대구광역시 중구 동성로3길 106,정,대구광역시 중구 동성로3길 106 (공평동),128.5987809947234,35.86997501036843
광주문화전당역점,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,정,광주광역시 동구 서석로 44 (광산동),126.91839857170747,35.1466141546431
논현역8번출구점,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),서울특별시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),정,서울특별시 서초구 강남대로 563 (잠원동),127.02042486762487,37.51193973542649
KB국민은행노원역점,"서울시 노원구 동일로 1405, 1층 일부","서울특별시 노원구 동일로 1405, 1층 일부",정,서울특별시 노원구 동일로 1405 (상계동),127.06020952700705,37.65380585553933
화곡역점,서울시 강서구 강서로 162,서울특별시 강서구 강서로 162,정,서울특별시 강서구 강서로 162 (화곡동),126.84103135796126,37.54144776296737
송파헬리오시티점,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),서울특별시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),정,서울특별시 송파구 송파대로 345 (가락동),127.11167297220254,37.49950477259019
서초동점,서울특별시 서초구 반포대로70,서울특별시 서초구 반포대로70,정,서울특별시 서초구 반포대로 70 (서초동),127.0105432331028,37.48668755051576
삼성루첸타워점,서울 강남구 대치동 943-2 루첸타워 1층 로비,서울특별시 강남구 대치동 943-2 루첸타워 1층 로비,정,서울특별시 강남구 대치동 943-2,127.05877642104878,37.50706013281338
청계천을지로점,서울 중구 남대문로10길 33 1F,서울특별시 중구 남대문로10길 33 1F,유,서울특별시 중구 남대문로10길 33 (삼각동),126.98450792943368,37.5678050114065
선릉KSA한국표준협회점,서울시 강남구 테헤란로69길 5 DT센터점 1층,서울특별시 강남구 테헤란로69길 5 DT센터점 1층,정,서울특별시 강남구 테헤란로69길 5 (삼성동),127.05240292033015,37.50619479864001
하나은행을지로본점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,서울특별시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,정,서울특별시 중구 을지로4가 35,126.9964363396231,37.56691303868915
수원AK플라자점,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,정,경기도 수원시 팔달구 덕영대로 924 (매산로1가),127.0001948404363,37.26556678766838
일산동구청점,경기도 고양시 일산동구 정발산로 38,경기도 고양시 일산동구 정발산로 38,정,경기도 고양시 일산동구 정발산로 38 (장항동),126.77313680761783,37.65670592047201
용인역북점,경기도 용인시 처인구 역북동 598-7,경기도 용인시 처인구 역북동 598-7,정,경기도 용인시 처인구 역북동 598-7,127.18843656648022,37.22964795827444
안양LS타워점,경기도 안양시 동안구 엘에스로 127 1층,경기도 안양시 동안구 엘에스로 127 1층,정,경기도 안양시 동안구 엘에스로 127 (호계동),126.94717457986671,37.37241112884654
용인에버랜드점,경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),정,경기도 용인시 처인구 포곡읍 가실리 156-1,127.2003492449307,37.29034212368993
상암SBS프리즘타워점,서울 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,서울특별시 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,정,서울특별시 마포구 상암산로 82 (상암동),126.89277394675159,37.57971592230447
명동거리점,서울시 중구 명동 10길 52 명동역 신한은행 사옥 1층,서울특별시 중구 명동 10길 52 명동역 신한은행 사옥 1층,정,서울특별시 중구 명동10길 52 (충무로2가),126.98570265702222,37.561471062822825
부산화명수정역점,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호","부산광역시 북구 학사로 8 (화명동 2312), 크리스탈타워 2층 201~202호",정,부산광역시 북구 학사로 8 (화명동),129.00869966438674,35.22407427236726
서초중앙로점,"서울시 서초구 서초중앙로 209, 해성빌딩 1층","서울특별시 서초구 서초중앙로 209, 해성빌딩 1층",정,서울특별시 서초구 서초중앙로 209 (반포동),127.0118191041707,37.50031534548291
수서역원방빌딩점,서울 강남구 광평로 51길 6-23 원방테크사옥 1층,서울특별시 강남구 광평로 51길 6-23 원방테크사옥 1층,정,서울특별시 강남구 광평로51길 6-23 (수서동),127.10411454507553,37.48878603411874
진주LH본사점,경남 진주시 충의로 19 LH진주사옥 공감동 1층,경상남도 진주시 충의로 19 LH진주사옥 공감동 1층,정,경상남도 진주시 충의로 19 (충무공동),128.1457689019285,35.17816977490181
하나금융명동사옥점,서울시 중구 을지로 66 하나은행 명동사옥 1층,서울특별시 중구 을지로 66 하나은행 명동사옥 1층,정,서울특별시 중구 을지로 66 (을지로2가),126.98494250953597,37.565555606306276
혜화역점,서울시 종로구 대명길 5,서울특별시 종로구 대명길 5,정,서울특별시 종로구 대명길 5 (명륜4가),127.00115398707923,37.58352129561833
제주아라점,제주도 제주시 연북로 511,제주특별자치도 제주시 연북로 511,정,제주특별자치도 제주시 연북로 511 (아라일동),126.53453479563103,33.48448025927657
부산중앙역점,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,정,부산광역시 중구 중앙대로 102 (중앙동4가),129.03651380349612,35.10681902089429
성균관대법학관점,서울시 종로구 성균관로 25-2 성균관대학교 법학관 B2,서울특별시 종로구 성균관로 25-2 성균관대학교 법학관 B2,정,서울특별시 종로구 성균관로 25-2 (명륜3가),126.99229055913602,37.58916714808594
서울시청점,서울특별시 중구 무교로 12(무교동) 정오빌딩 1층,서울특별시 중구 무교로 12(무교동) 정오빌딩 1층,정,서울특별시 중구 무교로 12 (무교동),126.97937573968377,37.56704636998531
역삼KSA한국표준협회교육센터점,서울시 강남구 역삼동 738번지 1층,서울특별시 강남구 역삼동 738번지 1층,정,서울특별시 강남구 역삼동 738,127.03649897005651,37.49854741696339
천안신부동점,충남 천안시 동남구 만남로 48,충청남도 천안시 동남구 만남로 48,정,충청남도 천안시 동남구 만남로 48 (신부동),127.15738740506343,36.81861211039096
동탄타임테라스점,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,정,경기도 화성시 동탄중앙로 220 (반송동),127.06931100460108,37.204853627932536
삼성본관빌딩점,서울특별시 중구 세종대로 67 삼성 본관빌딩 1층 후문 로비 일부,서울특별시 중구 세종대로 67 삼성 본관빌딩 1층 후문 로비 일부,정,서울특별시 중구 세종대로 67 (태평로2가),126.97553158817678,37.562315896105964
용산아이파크몰점,"서울시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층","서울특별시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층",정,서울특별시 용산구 한강대로23길 55 (한강로3가),126.96485222663301,37.529831633604346
고대안암병원신관점,서울특별시 성북구 고려대로 73,서울특별시 성북구 고려대로 73,정,서울특별시 성북구 고려대로 73 (안암동5가),127.02624653553656,37.5873770785197
종로YBM별관점,서울시 종로구 종로 98 1층,서울특별시 종로구 종로 98 1층,정,서울특별시 종로구 종로 98 (종로2가),126.98838861289215,37.569905651955594
제주애월DT점,제주도 제주시 애월읍 애월해안로 560,제주특별자치도 제주시 애월읍 애월해안로 560,정,제주특별자치도 제주시 애월해안로 560 (애월읍),126.36348089979965,33.47826890957203
압구정로데오2호점,서울특별시 강남구 선릉로 157길 22 2층,서울특별시 강남구 선릉로 157길 22 2층,정,서울특별시 강남구 선릉로157길 22 (신사동),127.0381836141286,37.52632626492256
